0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,0_stop,1_stop,2_stop,3_stop,4_stop,5_stop,6_stop,7_stop,8_stop,9_stop,10_stop,11_stop,12_stop,13_stop,14_stop,15_stop,16_stop,17_stop,18_stop,19_stop,20_stop,21_stop,22_stop,23_stop,24_stop,25_stop,26_stop,27_stop,28_stop,29_stop,30_stop,31_stop,32_stop,33_stop,34_stop,35_stop,36_stop,37_stop,38_stop,39_stop,40_stop,41_stop,42_stop,43_stop,44_stop,45_stop,46_stop,47_stop,48_stop,49_stop,restart_time
50.0,52.7,55.400000000000006,58.10000000000001,60.80000000000001,63.500000000000014,66.20000000000002,68.90000000000002,71.60000000000002,74.30000000000003,77.00000000000003,79.70000000000003,82.40000000000003,85.10000000000004,87.80000000000004,90.50000000000004,93.20000000000005,95.90000000000005,98.60000000000005,101.30000000000005,104.00000000000006,106.70000000000006,109.40000000000006,112.10000000000007,114.80000000000007,117.50000000000007,120.20000000000007,122.90000000000008,125.60000000000008,128.30000000000007,131.00000000000006,133.70000000000005,136.40000000000003,139.10000000000002,141.8,144.5,147.2,149.89999999999998,152.59999999999997,155.29999999999995,157.99999999999994,160.69999999999993,163.39999999999992,166.0999999999999,168.7999999999999,171.4999999999999,174.19999999999987,176.89999999999986,179.59999999999985,182.29999999999984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,184.99999999999983
55.0,57.7,60.400000000000006,63.10000000000001,65.80000000000001,68.50000000000001,71.20000000000002,73.90000000000002,76.60000000000002,79.30000000000003,82.00000000000003,84.70000000000003,87.40000000000003,90.10000000000004,92.80000000000004,95.50000000000004,98.20000000000005,100.90000000000005,103.60000000000005,106.30000000000005,109.00000000000006,111.70000000000006,114.40000000000006,117.10000000000007,119.80000000000007,122.50000000000007,125.20000000000007,127.90000000000008,130.60000000000008,133.30000000000007,136.00000000000006,138.70000000000005,141.40000000000003,144.10000000000002,146.8,149.5,152.2,154.89999999999998,157.59999999999997,160.29999999999995,162.99999999999994,165.69999999999993,168.39999999999992,171.0999999999999,173.7999999999999,176.4999999999999,179.19999999999987,181.89999999999986,184.59999999999985,187.29999999999984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,189.99999999999983
60.0,62.7,65.4,68.10000000000001,70.80000000000001,73.50000000000001,76.20000000000002,78.90000000000002,81.60000000000002,84.30000000000003,87.00000000000003,89.70000000000003,92.40000000000003,95.10000000000004,97.80000000000004,100.50000000000004,103.20000000000005,105.90000000000005,108.60000000000005,111.30000000000005,114.00000000000006,116.70000000000006,119.40000000000006,122.10000000000007,124.80000000000007,127.50000000000007,130.20000000000007,132.90000000000006,135.60000000000005,138.30000000000004,141.00000000000003,143.70000000000002,146.4,149.1,151.79999999999998,154.49999999999997,157.19999999999996,159.89999999999995,162.59999999999994,165.29999999999993,167.99999999999991,170.6999999999999,173.3999999999999,176.09999999999988,178.79999999999987,181.49999999999986,184.19999999999985,186.89999999999984,189.59999999999982,192.2999999999998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,194.9999999999998
65.0,67.7,70.4,73.10000000000001,75.80000000000001,78.50000000000001,81.20000000000002,83.90000000000002,86.60000000000002,89.30000000000003,92.00000000000003,94.70000000000003,97.40000000000003,100.10000000000004,102.80000000000004,105.50000000000004,108.20000000000005,110.90000000000005,113.60000000000005,116.30000000000005,119.00000000000006,121.70000000000006,124.40000000000006,127.10000000000007,129.80000000000007,132.50000000000006,135.20000000000005,137.90000000000003,140.60000000000002,143.3,146.0,148.7,151.39999999999998,154.09999999999997,156.79999999999995,159.49999999999994,162.19999999999993,164.89999999999992,167.5999999999999,170.2999999999999,172.9999999999999,175.69999999999987,178.39999999999986,181.09999999999985,183.79999999999984,186.49999999999983,189.19999999999982,191.8999999999998,194.5999999999998,197.29999999999978,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,199.99999999999977
70.0,72.7,75.4,78.10000000000001,80.80000000000001,83.50000000000001,86.20000000000002,88.90000000000002,91.60000000000002,94.30000000000003,97.00000000000003,99.70000000000003,102.40000000000003,105.10000000000004,107.80000000000004,110.50000000000004,113.20000000000005,115.90000000000005,118.60000000000005,121.30000000000005,124.00000000000006,126.70000000000006,129.40000000000006,132.10000000000005,134.80000000000004,137.50000000000003,140.20000000000002,142.9,145.6,148.29999999999998,150.99999999999997,153.69999999999996,156.39999999999995,159.09999999999994,161.79999999999993,164.49999999999991,167.1999999999999,169.8999999999999,172.59999999999988,175.29999999999987,177.99999999999986,180.69999999999985,183.39999999999984,186.09999999999982,188.7999999999998,191.4999999999998,194.1999999999998,196.89999999999978,199.59999999999977,202.29999999999976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,204.99999999999974
75.0,77.7,80.4,83.10000000000001,85.80000000000001,88.50000000000001,91.20000000000002,93.90000000000002,96.60000000000002,99.30000000000003,102.00000000000003,104.70000000000003,107.40000000000003,110.10000000000004,112.80000000000004,115.50000000000004,118.20000000000005,120.90000000000005,123.60000000000005,126.30000000000005,129.00000000000006,131.70000000000005,134.40000000000003,137.10000000000002,139.8,142.5,145.2,147.89999999999998,150.59999999999997,153.29999999999995,155.99999999999994,158.69999999999993,161.39999999999992,164.0999999999999,166.7999999999999,169.4999999999999,172.19999999999987,174.89999999999986,177.59999999999985,180.29999999999984,182.99999999999983,185.69999999999982,188.3999999999998,191.0999999999998,193.79999999999978,196.49999999999977,199.19999999999976,201.89999999999975,204.59999999999974,207.29999999999973,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,209.99999999999972
80.0,82.7,85.4,88.10000000000001,90.80000000000001,93.50000000000001,96.20000000000002,98.90000000000002,101.60000000000002,104.30000000000003,107.00000000000003,109.70000000000003,112.40000000000003,115.10000000000004,117.80000000000004,120.50000000000004,123.20000000000005,125.90000000000005,128.60000000000005,131.30000000000004,134.00000000000003,136.70000000000002,139.4,142.1,144.79999999999998,147.49999999999997,150.19999999999996,152.89999999999995,155.59999999999994,158.29999999999993,160.99999999999991,163.6999999999999,166.3999999999999,169.09999999999988,171.79999999999987,174.49999999999986,177.19999999999985,179.89999999999984,182.59999999999982,185.2999999999998,187.9999999999998,190.6999999999998,193.39999999999978,196.09999999999977,198.79999999999976,201.49999999999974,204.19999999999973,206.89999999999972,209.5999999999997,212.2999999999997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,214.9999999999997
85.0,87.7,90.4,93.10000000000001,95.80000000000001,98.50000000000001,101.20000000000002,103.90000000000002,106.60000000000002,109.30000000000003,112.00000000000003,114.70000000000003,117.40000000000003,120.10000000000004,122.80000000000004,125.50000000000004,128.20000000000005,130.90000000000003,133.60000000000002,136.3,139.0,141.7,144.39999999999998,147.09999999999997,149.79999999999995,152.49999999999994,155.19999999999993,157.89999999999992,160.5999999999999,163.2999999999999,165.9999999999999,168.69999999999987,171.39999999999986,174.09999999999985,176.79999999999984,179.49999999999983,182.19999999999982,184.8999999999998,187.5999999999998,190.29999999999978,192.99999999999977,195.69999999999976,198.39999999999975,201.09999999999974,203.79999999999973,206.49999999999972,209.1999999999997,211.8999999999997,214.59999999999968,217.29999999999967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,219.99999999999966
90.0,92.7,95.4,98.10000000000001,100.80000000000001,103.50000000000001,106.20000000000002,108.90000000000002,111.60000000000002,114.30000000000003,117.00000000000003,119.70000000000003,122.40000000000003,125.10000000000004,127.80000000000004,130.50000000000003,133.20000000000002,135.9,138.6,141.29999999999998,143.99999999999997,146.69999999999996,149.39999999999995,152.09999999999994,154.79999999999993,157.49999999999991,160.1999999999999,162.8999999999999,165.59999999999988,168.29999999999987,170.99999999999986,173.69999999999985,176.39999999999984,179.09999999999982,181.7999999999998,184.4999999999998,187.1999999999998,189.89999999999978,192.59999999999977,195.29999999999976,197.99999999999974,200.69999999999973,203.39999999999972,206.0999999999997,208.7999999999997,211.4999999999997,214.19999999999968,216.89999999999966,219.59999999999965,222.29999999999964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,224.99999999999963
95.0,97.7,100.4,103.10000000000001,105.80000000000001,108.50000000000001,111.20000000000002,113.90000000000002,116.60000000000002,119.30000000000003,122.00000000000003,124.70000000000003,127.40000000000003,130.10000000000002,132.8,135.5,138.2,140.89999999999998,143.59999999999997,146.29999999999995,148.99999999999994,151.69999999999993,154.39999999999992,157.0999999999999,159.7999999999999,162.4999999999999,165.19999999999987,167.89999999999986,170.59999999999985,173.29999999999984,175.99999999999983,178.69999999999982,181.3999999999998,184.0999999999998,186.79999999999978,189.49999999999977,192.19999999999976,194.89999999999975,197.59999999999974,200.29999999999973,202.99999999999972,205.6999999999997,208.3999999999997,211.09999999999968,213.79999999999967,216.49999999999966,219.19999999999965,221.89999999999964,224.59999999999962,227.2999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,229.9999999999996
100.0,102.7,105.4,108.10000000000001,110.80000000000001,113.50000000000001,116.20000000000002,118.90000000000002,121.60000000000002,124.30000000000003,127.00000000000003,129.70000000000002,132.4,135.1,137.79999999999998,140.49999999999997,143.19999999999996,145.89999999999995,148.59999999999994,151.29999999999993,153.99999999999991,156.6999999999999,159.3999999999999,162.09999999999988,164.79999999999987,167.49999999999986,170.19999999999985,172.89999999999984,175.59999999999982,178.2999999999998,180.9999999999998,183.6999999999998,186.39999999999978,189.09999999999977,191.79999999999976,194.49999999999974,197.19999999999973,199.89999999999972,202.5999999999997,205.2999999999997,207.9999999999997,210.69999999999968,213.39999999999966,216.09999999999965,218.79999999999964,221.49999999999963,224.19999999999962,226.8999999999996,229.5999999999996,232.29999999999959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,234.99999999999957
105.0,107.7,110.4,113.10000000000001,115.80000000000001,118.50000000000001,121.20000000000002,123.90000000000002,126.60000000000002,129.3,132.0,134.7,137.39999999999998,140.09999999999997,142.79999999999995,145.49999999999994,148.19999999999993,150.89999999999992,153.5999999999999,156.2999999999999,158.9999999999999,161.69999999999987,164.39999999999986,167.09999999999985,169.79999999999984,172.49999999999983,175.19999999999982,177.8999999999998,180.5999999999998,183.29999999999978,185.99999999999977,188.69999999999976,191.39999999999975,194.09999999999974,196.79999999999973,199.49999999999972,202.1999999999997,204.8999999999997,207.59999999999968,210.29999999999967,212.99999999999966,215.69999999999965,218.39999999999964,221.09999999999962,223.7999999999996,226.4999999999996,229.1999999999996,231.89999999999958,234.59999999999957,237.29999999999956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,239.99999999999955
