in_station,out_station,time_minute,time_hour_minute
3,5,471,07:51
2,24,548,09:08
2,11,475,07:55
5,11,501,08:21
12,6,453,07:33
13,4,422,07:02
9,22,451,07:31
19,18,407,06:47
14,22,482,08:02
18,2,495,08:15
12,18,506,08:26
22,19,503,08:23
12,14,446,07:26
13,23,577,09:37
13,11,461,07:41
17,22,456,07:36
18,3,369,06:09
11,13,452,07:32
11,21,448,07:28
24,12,402,06:42
7,2,430,07:10
11,18,441,07:21
11,9,548,09:08
13,9,518,08:38
8,13,550,09:10
13,12,517,08:37
18,22,465,07:45
13,2,363,06:03
15,1,528,08:48
2,20,429,07:09
18,7,394,06:34
14,6,453,07:33
18,13,474,07:54
16,2,561,09:21
18,15,580,09:40
24,13,594,09:54
18,7,560,09:20
21,19,561,09:21
19,17,392,06:32
14,13,520,08:40
12,24,418,06:58
12,11,445,07:25
2,7,511,08:31
11,5,441,07:21
15,13,536,08:56
24,23,437,07:17
11,7,635,10:35
3,4,588,09:48
8,14,503,08:23
17,23,467,07:47
20,13,534,08:54
23,8,403,06:43
20,13,495,08:15
15,6,413,06:53
19,13,464,07:44
7,20,466,07:46
15,11,402,06:42
13,7,522,08:42
16,9,464,07:44
17,7,509,08:29
17,8,536,08:56
17,19,541,09:01
7,24,435,07:15
8,24,520,08:40
8,11,580,09:40
19,9,469,07:49
7,11,513,08:33
13,7,431,07:11
16,15,569,09:29
18,15,533,08:53
17,5,542,09:02
18,22,536,08:56
3,24,520,08:40
16,20,600,10:00
24,17,502,08:22
6,12,442,07:22
15,12,466,07:46
17,11,475,07:55
17,24,502,08:22
14,5,582,09:42
16,11,409,06:49
2,8,582,09:42
14,12,425,07:05
21,24,453,07:33
13,2,468,07:48
21,24,399,06:39
3,11,493,08:13
13,19,397,06:37
14,21,500,08:20
16,13,631,10:31
13,11,510,08:30
19,2,502,08:22
7,12,491,08:11
3,22,407,06:47
15,13,446,07:26
20,5,591,09:51
12,15,509,08:29
17,4,481,08:01
18,24,581,09:41
1,11,557,09:17
15,11,420,07:00
4,13,536,08:56
13,21,488,08:08
13,24,444,07:24
7,24,646,10:46
23,5,553,09:13
2,10,488,08:08
5,13,466,07:46
13,16,461,07:41
5,2,475,07:55
14,23,397,06:37
17,12,460,07:40
22,5,405,06:45
5,9,478,07:58
14,24,572,09:32
8,3,486,08:06
23,22,507,08:27
8,24,515,08:35
18,14,469,07:49
7,2,560,09:20
14,9,525,08:45
2,12,449,07:29
10,11,420,07:00
17,7,511,08:31
12,24,569,09:29
20,3,619,10:19
13,16,406,06:46
2,11,426,07:06
15,12,388,06:28
12,14,558,09:18
4,21,391,06:31
17,3,446,07:26
3,23,443,07:23
18,20,582,09:42
2,11,451,07:31
11,22,569,09:29
11,5,403,06:43
3,6,377,06:17
13,19,538,08:58
12,3,492,08:12
14,13,437,07:17
15,11,433,07:13
4,3,410,06:50
21,3,535,08:55
13,5,473,07:53
20,9,460,07:40
7,24,398,06:38
24,17,474,07:54
14,1,479,07:59
15,22,595,09:55
22,18,441,07:21
19,20,437,07:17
4,15,545,09:05
19,23,422,07:02
13,9,545,09:05
20,13,466,07:46
7,8,530,08:50
14,5,527,08:47
3,8,435,07:15
15,3,386,06:26
13,11,385,06:25
19,4,550,09:10
9,22,428,07:08
7,15,452,07:32
7,13,530,08:50
18,11,422,07:02
15,5,492,08:12
7,17,537,08:57
13,5,487,08:07
24,18,374,06:14
3,2,400,06:40
21,12,407,06:47
15,21,570,09:30
24,5,433,07:13
7,24,567,09:27
7,4,390,06:30
18,10,499,08:19
15,13,439,07:19
13,18,479,07:59
16,15,456,07:36
23,22,434,07:14
24,11,477,07:57
12,18,480,08:00
23,5,401,06:41
17,21,547,09:07
4,20,487,08:07
12,16,533,08:53
17,14,564,09:24
11,17,501,08:21
15,14,483,08:03
3,6,481,08:01
13,11,540,09:00
16,9,520,08:40
18,7,542,09:02
23,12,580,09:40
20,8,547,09:07
22,11,540,09:00
7,8,545,09:05
17,18,508,08:28
5,8,364,06:04
17,9,489,08:09
18,6,477,07:57
7,22,421,07:01
10,13,532,08:52
2,19,573,09:33
16,24,443,07:23
4,11,550,09:10
21,11,438,07:18
4,10,469,07:49
3,13,496,08:16
2,15,586,09:46
15,5,466,07:46
5,15,524,08:44
13,4,518,08:38
12,11,414,06:54
11,20,407,06:47
21,11,538,08:58
15,4,507,08:27
24,17,562,09:22
24,11,519,08:39
3,4,483,08:03
17,7,554,09:14
11,1,480,08:00
4,13,541,09:01
17,3,540,09:00
20,15,573,09:33
3,14,495,08:15
4,3,521,08:41
5,18,462,07:42
8,6,382,06:22
17,12,368,06:08
24,21,425,07:05
24,6,445,07:25
13,6,476,07:56
11,19,472,07:52
14,15,500,08:20
11,17,371,06:11
4,3,451,07:31
12,1,570,09:30
17,21,486,08:06
16,13,466,07:46
17,22,409,06:49
23,7,403,06:43
17,5,538,08:58
6,19,408,06:48
5,9,475,07:55
13,11,497,08:17
18,2,427,07:07
16,19,495,08:15
17,13,480,08:00
19,9,458,07:38
24,11,515,08:35
3,7,448,07:28
14,24,504,08:24
14,3,581,09:41
13,19,617,10:17
8,3,498,08:18
17,10,502,08:22
18,4,387,06:27
19,8,427,07:07
12,17,410,06:50
13,9,474,07:54
17,24,396,06:36
22,7,496,08:16
21,16,482,08:02
17,21,552,09:12
13,23,465,07:45
14,2,493,08:13
24,18,531,08:51
3,7,411,06:51
15,13,458,07:38
17,13,450,07:30
4,9,477,07:57
11,14,559,09:19
6,21,378,06:18
17,11,507,08:27
17,8,517,08:37
14,20,484,08:04
20,11,471,07:51
16,3,442,07:22
2,12,537,08:57
15,22,461,07:41
15,17,499,08:19
13,21,533,08:53
15,11,458,07:38
22,15,511,08:31
13,14,462,07:42
7,13,671,11:11
13,7,452,07:32
2,7,535,08:55
24,6,429,07:09
4,23,419,06:59
13,9,458,07:38
11,23,570,09:30
5,7,378,06:18
14,23,420,07:00
15,3,413,06:53
18,13,500,08:20
12,11,508,08:28
13,19,629,10:29
18,11,502,08:22
5,13,487,08:07
17,13,470,07:50
9,11,503,08:23
19,2,496,08:16
15,22,477,07:57
17,21,444,07:24
19,8,462,07:42
21,4,561,09:21
5,6,497,08:17
3,9,433,07:13
7,11,571,09:31
3,8,485,08:05
12,11,524,08:44
7,11,532,08:52
6,12,477,07:57
18,11,419,06:59
14,11,497,08:17
13,7,468,07:48
23,8,421,07:01
13,5,427,07:07
4,23,471,07:51
4,7,544,09:04
18,20,531,08:51
14,23,421,07:01
11,7,504,08:24
13,11,426,07:06
5,8,580,09:40
10,7,569,09:29
17,7,591,09:51
18,15,397,06:37
13,6,457,07:37
14,8,621,10:21
7,8,439,07:19
3,7,509,08:29
7,12,376,06:16
3,15,541,09:01
17,9,614,10:14
2,11,512,08:32
3,13,461,07:41
14,19,581,09:41
24,9,521,08:41
13,24,420,07:00
15,24,483,08:03
17,24,544,09:04
16,11,483,08:03
7,11,383,06:23
3,5,428,07:08
2,24,452,07:32
19,7,473,07:53
13,24,545,09:05
13,9,514,08:34
24,15,454,07:34
3,11,452,07:32
24,9,458,07:38
15,7,500,08:20
12,20,512,08:32
13,2,429,07:09
19,9,501,08:21
13,12,552,09:12
15,22,546,09:06
2,12,501,08:21
7,22,432,07:12
18,11,506,08:26
7,10,506,08:26
18,5,579,09:39
13,5,577,09:37
24,14,467,07:47
15,11,567,09:27
16,13,455,07:35
12,3,556,09:16
15,24,543,09:03
15,24,557,09:17
5,1,625,10:25
13,5,405,06:45
19,11,576,09:36
23,7,542,09:02
4,11,549,09:09
17,11,516,08:36
7,2,437,07:17
2,4,579,09:39
13,24,406,06:46
6,14,486,08:06
20,11,484,08:04
13,11,405,06:45
13,2,412,06:52
17,10,592,09:52
4,13,461,07:41
6,22,449,07:29
12,5,523,08:43
15,11,405,06:45
17,18,383,06:23
3,14,439,07:19
17,8,547,09:07
12,9,419,06:59
13,11,506,08:26
15,11,599,09:59
3,24,449,07:29
12,14,450,07:30
24,8,547,09:07
12,5,521,08:41
13,11,554,09:14
11,6,434,07:14
20,18,456,07:36
12,5,527,08:47
7,22,482,08:02
4,3,517,08:37
19,12,520,08:40
13,14,412,06:52
19,4,439,07:19
12,7,538,08:58
14,12,433,07:13
13,12,581,09:41
3,4,575,09:35
11,12,489,08:09
8,14,483,08:03
9,22,412,06:52
15,1,444,07:24
6,13,548,09:08
19,2,617,10:17
13,20,653,10:53
13,2,444,07:24
2,5,556,09:16
13,19,503,08:23
12,18,517,08:37
13,19,415,06:55
14,22,470,07:50
20,22,610,10:10
7,4,452,07:32
24,11,510,08:30
17,11,496,08:16
18,9,587,09:47
13,11,409,06:49
19,11,467,07:47
13,9,476,07:56
19,16,430,07:10
24,11,426,07:06
13,11,443,07:23
24,5,506,08:26
13,7,542,09:02
23,24,481,08:01
19,23,462,07:42
13,17,497,08:17
12,23,488,08:08
18,22,497,08:17
10,5,401,06:41
23,9,586,09:46
9,21,575,09:35
2,13,525,08:45
19,24,366,06:06
22,16,523,08:43
13,18,371,06:11
18,9,422,07:02
8,6,438,07:18
17,11,503,08:23
22,23,476,07:56
21,12,490,08:10
7,8,496,08:16
24,7,562,09:22
19,6,413,06:53
21,19,408,06:48
4,7,603,10:03
19,17,516,08:36
8,17,587,09:47
13,15,551,09:11
17,13,470,07:50
22,6,620,10:20
18,3,473,07:53
12,11,509,08:29
5,4,591,09:51
3,11,556,09:16
14,12,369,06:09
12,5,662,11:02
12,14,474,07:54
12,13,553,09:13
16,13,529,08:49
4,14,447,07:27
12,9,374,06:14
9,8,543,09:03
17,2,421,07:01
2,23,524,08:44
3,11,467,07:47
4,16,474,07:54
19,20,398,06:38
22,0,585,09:45
24,8,480,08:00
3,5,521,08:41
7,24,407,06:47
22,7,413,06:53
13,11,431,07:11
21,22,495,08:15
8,11,560,09:20
14,8,405,06:45
21,13,686,11:26
24,23,542,09:02
12,15,457,07:37
4,5,455,07:35
17,4,642,10:42
20,18,547,09:07
24,3,480,08:00
12,8,478,07:58
17,7,485,08:05
23,20,447,07:27
19,5,590,09:50
24,18,436,07:16
7,15,443,07:23
13,3,454,07:34
19,11,463,07:43
13,7,513,08:33
16,13,368,06:08
13,20,452,07:32
22,3,574,09:34
24,11,611,10:11
11,1,595,09:55
2,11,494,08:14
19,21,558,09:18
12,19,553,09:13
8,12,431,07:11
24,14,502,08:22
9,23,444,07:24
20,6,486,08:06
16,20,421,07:01
17,13,522,08:42
17,13,469,07:49
17,18,487,08:07
16,11,461,07:41
13,22,586,09:46
11,13,432,07:12
7,11,496,08:16
6,5,367,06:07
23,18,426,07:06
19,11,638,10:38
11,5,431,07:11
16,5,442,07:22
7,3,573,09:33
13,21,448,07:28
11,7,495,08:15
14,20,394,06:34
18,17,586,09:46
8,11,495,08:15
22,21,577,09:37
13,18,537,08:57
22,19,422,07:02
8,2,449,07:29
17,18,426,07:06
13,1,460,07:40
7,19,402,06:42
24,6,517,08:37
23,11,495,08:15
8,19,439,07:19
2,4,543,09:03
18,9,495,08:15
12,9,399,06:39
20,3,423,07:03
12,19,460,07:40
4,11,513,08:33
23,22,477,07:57
3,12,508,08:28
13,19,492,08:12
13,7,443,07:23
24,2,422,07:02
7,1,528,08:48
13,19,483,08:03
2,3,453,07:33
24,9,427,07:07
24,8,490,08:10
20,15,473,07:53
15,1,460,07:40
19,12,415,06:55
15,1,559,09:19
4,2,396,06:36
12,6,429,07:09
19,11,361,06:01
13,11,414,06:54
3,6,389,06:29
14,11,506,08:26
12,18,629,10:29
17,22,520,08:40
18,3,592,09:52
7,5,379,06:19
18,0,438,07:18
11,8,492,08:12
11,24,461,07:41
11,23,527,08:47
13,24,587,09:47
17,23,534,08:54
16,8,460,07:40
2,11,456,07:36
15,21,478,07:58
12,5,627,10:27
16,7,446,07:26
7,11,471,07:51
8,21,514,08:34
3,8,574,09:34
21,15,523,08:43
12,5,472,07:52
18,15,485,08:05
21,22,443,07:23
22,4,434,07:14
14,24,483,08:03
16,11,580,09:40
2,19,459,07:39
17,16,428,07:08
5,13,472,07:52
17,1,558,09:18
13,5,445,07:25
2,5,403,06:43
11,14,437,07:17
2,13,471,07:51
23,17,602,10:02
24,22,407,06:47
24,7,445,07:25
20,5,425,07:05
13,12,546,09:06
12,11,522,08:42
11,5,501,08:21
24,23,456,07:36
13,10,496,08:16
24,3,373,06:13
20,13,464,07:44
18,13,685,11:25
18,23,433,07:13
19,5,448,07:28
7,4,441,07:21
4,15,373,06:13
12,22,480,08:00
24,7,361,06:01
11,22,577,09:37
15,4,470,07:50
17,7,413,06:53
12,23,485,08:05
16,23,556,09:16
12,4,476,07:56
14,11,377,06:17
0,23,449,07:29
2,22,623,10:23
24,21,489,08:09
7,5,492,08:12
3,15,546,09:06
7,5,390,06:30
13,21,501,08:21
22,2,527,08:47
14,18,500,08:20
23,8,406,06:46
14,7,528,08:48
13,11,452,07:32
17,13,452,07:32
4,5,470,07:50
19,23,433,07:13
7,11,433,07:13
19,2,521,08:41
18,6,490,08:10
4,11,573,09:33
13,21,592,09:52
22,2,462,07:42
12,14,438,07:18
24,13,447,07:27
4,12,490,08:10
14,19,482,08:02
17,3,470,07:50
23,5,514,08:34
2,19,459,07:39
4,1,454,07:34
13,4,529,08:49
12,3,387,06:27
20,12,569,09:29
16,3,405,06:45
24,12,426,07:06
21,13,504,08:24
5,11,477,07:57
9,11,421,07:01
5,3,543,09:03
11,16,374,06:14
16,20,489,08:09
15,21,519,08:39
12,8,395,06:35
14,11,438,07:18
13,11,539,08:59
4,8,460,07:40
7,13,478,07:58
3,5,389,06:29
12,19,525,08:45
13,2,473,07:53
18,2,559,09:19
13,24,600,10:00
2,18,538,08:58
13,20,473,07:53
2,15,504,08:24
10,7,475,07:55
18,3,532,08:52
2,24,461,07:41
19,11,564,09:24
12,11,553,09:13
4,18,565,09:25
20,5,539,08:59
24,21,478,07:58
24,12,511,08:31
17,3,396,06:36
21,13,582,09:42
3,21,450,07:30
11,19,427,07:07
17,1,472,07:52
23,12,441,07:21
23,22,445,07:25
24,11,515,08:35
13,1,492,08:12
3,21,424,07:04
14,6,672,11:12
23,1,487,08:07
15,1,491,08:11
21,24,504,08:24
11,24,671,11:11
2,1,528,08:48
7,19,509,08:29
13,22,559,09:19
16,24,472,07:52
17,23,444,07:24
14,11,543,09:03
17,13,502,08:22
13,3,523,08:43
18,13,481,08:01
16,7,576,09:36
12,3,462,07:42
5,6,493,08:13
12,24,615,10:15
17,2,536,08:56
24,5,506,08:26
7,15,495,08:15
12,11,467,07:47
13,21,476,07:56
12,13,493,08:13
15,22,394,06:34
16,12,373,06:13
17,23,448,07:28
19,17,458,07:38
13,22,443,07:23
12,23,441,07:21
10,13,468,07:48
4,6,539,08:59
24,2,414,06:54
24,11,569,09:29
17,20,425,07:05
17,9,608,10:08
12,14,493,08:13
2,13,477,07:57
13,4,455,07:35
2,9,476,07:56
5,16,526,08:46
4,17,536,08:56
12,5,530,08:50
1,12,379,06:19
11,18,363,06:03
2,22,430,07:10
19,22,522,08:42
7,18,452,07:32
12,20,527,08:47
17,15,592,09:52
20,4,453,07:33
7,2,366,06:06
12,23,524,08:44
17,4,549,09:09
12,11,505,08:25
20,19,429,07:09
12,20,485,08:05
18,14,570,09:30
11,22,500,08:20
14,21,538,08:58
12,4,587,09:47
15,3,465,07:45
13,2,421,07:01
23,12,458,07:38
13,7,508,08:28
3,13,525,08:45
22,24,535,08:55
17,5,465,07:45
4,3,392,06:32
19,24,438,07:18
14,1,517,08:37
18,1,363,06:03
9,11,457,07:37
3,15,478,07:58
13,7,516,08:36
13,15,426,07:06
7,24,496,08:16
20,3,542,09:02
6,5,365,06:05
6,14,404,06:44
21,24,543,09:03
13,11,461,07:41
14,11,451,07:31
7,23,390,06:30
15,23,552,09:12
2,18,568,09:28
17,1,644,10:44
6,11,472,07:52
14,21,430,07:10
2,10,428,07:08
8,1,442,07:22
22,12,433,07:13
19,18,560,09:20
17,9,492,08:12
4,14,450,07:30
20,24,513,08:33
12,9,546,09:06
15,14,452,07:32
2,11,461,07:41
7,13,479,07:59
19,3,449,07:29
2,14,456,07:36
24,11,439,07:19
14,24,481,08:01
11,13,553,09:13
17,7,424,07:04
23,22,525,08:45
13,7,459,07:39
2,13,502,08:22
8,4,369,06:09
17,11,508,08:28
13,5,485,08:05
14,6,485,08:05
12,11,495,08:15
5,7,376,06:16
18,3,374,06:14
14,24,539,08:59
19,20,398,06:38
23,6,537,08:57
19,5,613,10:13
4,24,435,07:15
19,11,404,06:44
14,12,510,08:30
13,1,479,07:59
15,6,492,08:12
15,7,556,09:16
3,5,485,08:05
12,7,550,09:10
15,14,517,08:37
20,3,485,08:05
15,11,521,08:41
8,19,496,08:16
16,5,514,08:34
12,3,431,07:11
22,23,547,09:07
17,9,482,08:02
17,14,445,07:25
2,11,471,07:51
13,22,546,09:06
17,8,603,10:03
16,15,462,07:42
18,22,558,09:18
17,9,466,07:46
11,14,447,07:27
13,12,514,08:34
3,8,389,06:29
8,13,617,10:17
12,13,458,07:38
15,13,455,07:35
15,4,524,08:44
13,23,466,07:46
24,13,601,10:01
17,1,551,09:11
2,21,477,07:57
17,7,601,10:01
23,7,403,06:43
23,13,529,08:49
4,11,535,08:55
23,21,554,09:14
16,11,627,10:27
12,11,404,06:44
13,19,365,06:05
2,21,462,07:42
18,11,426,07:06
14,5,550,09:10
16,22,488,08:08
24,11,500,08:20
13,3,405,06:45
23,7,517,08:37
15,22,537,08:57
2,11,450,07:30
11,5,391,06:31
23,12,615,10:15
7,24,404,06:44
17,5,439,07:19
14,3,500,08:20
5,12,466,07:46
24,19,452,07:32
19,11,582,09:42
19,18,375,06:15
3,9,420,07:00
19,13,409,06:49
18,24,421,07:01
10,5,497,08:17
12,8,554,09:14
24,22,499,08:19
14,4,449,07:29
23,24,507,08:27
4,12,560,09:20
17,1,364,06:04
11,9,518,08:38
12,1,548,09:08
2,18,415,06:55
13,11,477,07:57
21,8,456,07:36
7,13,541,09:01
7,8,565,09:25
19,15,573,09:33
23,6,559,09:19
14,24,561,09:21
24,10,382,06:22
14,6,433,07:13
13,8,464,07:44
18,5,399,06:39
20,24,495,08:15
21,14,571,09:31
23,0,411,06:51
15,7,465,07:45
24,17,488,08:08
19,9,457,07:37
17,9,441,07:21
4,17,418,06:58
15,11,409,06:49
7,19,570,09:30
3,7,504,08:24
21,14,428,07:08
3,9,566,09:26
15,8,487,08:07
11,24,423,07:03
12,19,518,08:38
24,5,514,08:34
24,4,522,08:42
18,14,521,08:41
12,5,537,08:57
5,22,493,08:13
5,9,493,08:13
13,24,458,07:38
21,8,537,08:57
11,8,571,09:31
18,8,640,10:40
17,5,465,07:45
12,11,521,08:41
16,18,410,06:50
13,11,473,07:53
14,6,434,07:14
23,11,387,06:27
24,3,391,06:31
12,17,484,08:04
17,3,489,08:09
13,7,426,07:06
12,2,366,06:06
16,3,484,08:04
18,7,405,06:45
8,15,558,09:18
14,6,461,07:41
3,13,533,08:53
17,24,372,06:12
2,6,549,09:09
13,17,421,07:01
7,11,514,08:34
16,24,386,06:26
24,8,537,08:57
24,5,495,08:15
12,9,467,07:47
13,4,459,07:39
18,10,534,08:54
13,11,488,08:08
17,7,559,09:19
23,19,433,07:13
4,22,499,08:19
7,24,524,08:44
2,7,480,08:00
13,22,607,10:07
22,9,381,06:21
7,11,506,08:26
12,20,538,08:58
22,11,511,08:31
20,3,432,07:12
14,9,674,11:14
19,11,421,07:01
13,19,658,10:58
1,13,459,07:39
14,4,432,07:12
15,20,411,06:51
8,24,474,07:54
3,5,550,09:10
9,6,402,06:42
12,23,534,08:54
23,5,490,08:10
3,19,393,06:33
18,11,489,08:09
18,6,409,06:49
13,24,469,07:49
22,5,573,09:33
14,3,527,08:47
12,4,403,06:43
20,15,486,08:06
21,5,548,09:08
13,24,408,06:48
22,5,547,09:07
4,2,365,06:05
11,1,458,07:38
17,23,405,06:45
20,9,424,07:04
2,11,372,06:12
24,11,457,07:37
17,1,414,06:54
13,9,569,09:29
3,24,517,08:37
20,14,441,07:21
12,9,586,09:46
13,11,480,08:00
4,5,456,07:36
9,7,544,09:04
19,8,447,07:27
14,21,416,06:56
2,22,395,06:35
13,9,493,08:13
2,21,462,07:42
2,7,484,08:04
13,4,424,07:04
13,9,511,08:31
19,24,419,06:59
13,11,490,08:10
12,21,531,08:51
15,16,553,09:13
24,5,588,09:48
12,11,410,06:50
23,11,548,09:08
5,11,465,07:45
23,13,508,08:28
13,4,525,08:45
13,24,570,09:30
13,5,393,06:33
12,23,585,09:45
9,13,481,08:01
14,12,539,08:59
17,4,440,07:20
17,9,472,07:52
12,19,458,07:38
19,3,450,07:30
2,13,444,07:24
22,5,496,08:16
21,15,568,09:28
16,24,486,08:06
16,15,570,09:30
13,11,506,08:26
4,21,378,06:18
12,15,511,08:31
11,13,426,07:06
19,13,480,08:00
21,12,490,08:10
3,21,571,09:31
5,8,389,06:29
15,14,437,07:17
13,15,516,08:36
13,9,604,10:04
13,15,420,07:00
19,20,519,08:39
11,10,513,08:33
18,11,380,06:20
23,8,605,10:05
3,19,503,08:23
17,7,437,07:17
13,4,467,07:47
17,22,505,08:25
13,10,559,09:19
14,3,504,08:24
15,9,368,06:08
3,12,609,10:09
12,17,389,06:29
23,14,471,07:51
13,1,506,08:26
13,6,473,07:53
13,6,451,07:31
22,8,516,08:36
11,19,498,08:18
9,11,522,08:42
12,22,442,07:22
15,24,432,07:12
7,11,411,06:51
13,23,436,07:16
19,4,438,07:18
5,24,612,10:12
14,13,558,09:18
2,15,580,09:40
14,18,560,09:20
7,2,437,07:17
4,18,422,07:02
4,13,540,09:00
19,13,472,07:52
24,13,469,07:49
3,8,400,06:40
5,14,485,08:05
18,15,508,08:28
18,19,575,09:35
13,22,425,07:05
24,10,435,07:15
12,7,517,08:37
5,15,410,06:50
3,5,471,07:51
20,7,445,07:25
4,14,369,06:09
2,7,425,07:05
13,14,483,08:03
4,14,434,07:14
2,4,508,08:28
2,5,579,09:39
17,11,495,08:15
17,11,421,07:01
23,14,520,08:40
22,11,476,07:56
20,13,576,09:36
23,5,555,09:15
11,5,487,08:07
23,13,449,07:29
12,11,491,08:11
11,21,486,08:06
5,11,423,07:03
14,5,533,08:53
3,13,456,07:36
14,7,426,07:06
19,23,445,07:25
14,13,493,08:13
20,19,534,08:54
3,13,557,09:17
20,7,374,06:14
8,24,532,08:52
16,8,470,07:50
4,13,459,07:39
2,14,509,08:29
14,23,580,09:40
12,6,479,07:59
12,11,552,09:12
5,14,470,07:50
12,15,467,07:47
18,5,475,07:55
23,11,476,07:56
9,6,449,07:29
19,13,521,08:41
4,11,500,08:20
11,24,522,08:42
22,6,400,06:40
7,9,621,10:21
19,11,392,06:32
20,16,545,09:05
13,8,514,08:34
11,20,457,07:37
12,7,521,08:41
22,3,428,07:08
12,22,571,09:31
16,23,529,08:49
9,2,538,08:58
2,23,481,08:01
3,21,509,08:29
13,21,424,07:04
3,21,553,09:13
4,23,484,08:04
11,3,433,07:13
21,22,374,06:14
13,24,587,09:47
8,14,536,08:56
12,11,510,08:30
13,6,620,10:20
17,13,613,10:13
12,14,488,08:08
3,24,508,08:28
15,6,521,08:41
6,9,486,08:06
14,24,410,06:50
20,17,475,07:55
2,21,494,08:14
19,8,576,09:36
17,13,535,08:55
2,15,478,07:58
7,11,449,07:29
21,13,491,08:11
11,23,467,07:47
12,9,478,07:58
13,11,547,09:07
17,21,410,06:50
5,8,400,06:40
13,24,390,06:30
16,11,373,06:13
4,23,504,08:24
11,2,543,09:03
15,17,476,07:56
23,20,555,09:15
16,15,523,08:43
24,11,496,08:16
19,3,375,06:15
14,18,518,08:38
8,12,424,07:04
16,8,517,08:37
17,15,574,09:34
13,5,556,09:16
23,19,542,09:02
17,23,409,06:49
9,18,391,06:31
7,22,427,07:07
11,14,476,07:56
17,12,522,08:42
17,23,449,07:29
15,20,394,06:34
2,24,488,08:08
16,21,433,07:13
7,6,430,07:10
17,20,454,07:34
18,11,526,08:46
20,5,536,08:56
15,24,510,08:30
19,5,415,06:55
2,5,461,07:41
3,22,488,08:08
7,6,623,10:23
12,21,486,08:06
12,6,475,07:55
19,12,366,06:06
7,5,560,09:20
11,24,523,08:43
14,13,406,06:46
7,9,507,08:27
16,8,600,10:00
21,5,498,08:18
11,14,541,09:01
2,9,440,07:20
4,5,577,09:37
13,5,451,07:31
11,13,410,06:50
4,11,568,09:28
5,18,579,09:39
20,22,570,09:30
18,5,361,06:01
12,9,375,06:15
15,14,545,09:05
13,23,507,08:27
20,11,481,08:01
7,8,547,09:07
13,5,446,07:26
23,14,429,07:09
17,8,457,07:37
22,11,516,08:36
16,5,362,06:02
24,5,476,07:56
7,24,499,08:19
6,11,410,06:50
24,14,512,08:32
18,8,611,10:11
14,11,433,07:13
15,19,539,08:59
3,5,429,07:09
7,11,376,06:16
5,13,502,08:22
5,14,614,10:14
6,22,652,10:52
13,11,441,07:21
4,9,441,07:21
4,14,481,08:01
17,20,458,07:38
13,20,568,09:28
15,21,499,08:19
7,8,539,08:59
13,7,503,08:23
9,24,467,07:47
2,4,509,08:29
2,24,575,09:35
11,4,504,08:24
