in_station,out_station,time_minute,time_hour_minute
11,13,1064,17:44
8,5,1188,19:48
7,10,1153,19:13
7,17,1099,18:19
15,18,1137,18:57
6,13,1064,17:44
8,14,1036,17:16
8,7,1163,19:23
7,3,1176,19:36
12,7,1109,18:29
15,3,1095,18:15
9,17,1036,17:16
11,2,1313,21:53
13,3,1076,17:56
19,14,1051,17:31
9,24,1036,17:16
24,13,1186,19:46
24,15,1214,20:14
24,17,1273,21:13
11,16,1137,18:57
11,7,1233,20:33
5,3,1183,19:43
24,2,1108,18:28
7,19,1061,17:41
24,13,1152,19:12
9,13,1253,20:53
15,24,1084,18:04
11,3,1098,18:18
9,24,1206,20:06
7,15,1157,19:17
20,12,1006,16:46
2,13,1050,17:30
9,19,1098,18:18
12,13,1097,18:17
22,15,1123,18:43
12,2,1069,17:49
22,7,1120,18:40
11,18,1223,20:23
10,7,1207,20:07
5,18,1068,17:48
5,13,1148,19:08
14,24,1137,18:57
11,15,1062,17:42
13,16,1165,19:25
3,12,1184,19:44
24,15,1040,17:20
24,15,1010,16:50
1,5,1061,17:41
5,13,1020,17:00
11,19,1099,18:19
7,23,1092,18:12
11,4,1169,19:29
11,17,1244,20:44
2,7,1258,20:58
4,2,1094,18:14
24,13,1244,20:44
14,6,1147,19:07
11,20,1053,17:33
11,13,1257,20:57
2,13,1155,19:15
10,17,1162,19:22
13,4,1185,19:45
22,6,1206,20:06
5,12,1172,19:32
11,15,1102,18:22
18,17,1080,18:00
14,3,1074,17:54
8,17,1202,20:02
9,12,1144,19:04
11,13,1006,16:46
11,15,1106,18:26
24,3,1179,19:39
14,12,1175,19:35
8,24,1075,17:55
5,12,1174,19:34
11,13,1021,17:01
6,11,1167,19:27
18,20,1261,21:01
5,12,1247,20:47
22,7,1187,19:47
3,4,993,16:33
12,19,1201,20:01
14,13,1145,19:05
4,19,1181,19:41
7,12,1026,17:06
12,14,1164,19:24
12,13,1042,17:22
4,3,1127,18:47
12,11,1166,19:26
14,8,1313,21:53
22,9,1009,16:49
1,15,1017,16:57
13,6,1176,19:36
2,19,1283,21:23
20,13,1010,16:50
2,13,1307,21:47
5,2,1219,20:19
19,13,1106,18:26
18,12,1093,18:13
19,13,1158,19:18
22,14,1000,16:40
22,20,1081,18:01
4,7,1112,18:32
11,24,1199,19:59
11,17,1274,21:14
9,18,1102,18:22
11,13,1170,19:30
11,19,1106,18:26
9,13,1315,21:55
16,19,1074,17:54
11,24,1008,16:48
11,13,1094,18:14
5,24,1298,21:38
7,13,1193,19:53
24,23,1110,18:30
23,19,1264,21:04
17,13,1018,16:58
23,12,1420,23:40
22,18,1231,20:31
5,10,1043,17:23
9,23,1258,20:58
21,9,1117,18:37
13,2,1208,20:08
24,19,1151,19:11
16,22,1143,19:03
18,13,1052,17:32
9,18,1074,17:54
6,8,1065,17:45
11,17,1096,18:16
23,22,1003,16:43
12,21,1164,19:24
8,7,1066,17:46
7,24,1206,20:06
6,19,1127,18:47
19,21,1116,18:36
7,4,1030,17:10
17,19,1080,18:00
17,8,1107,18:27
15,13,1206,20:06
13,17,1162,19:22
6,22,1225,20:25
3,18,1261,21:01
11,12,1162,19:22
4,5,1121,18:41
11,3,1130,18:50
12,14,1138,18:58
5,12,1112,18:32
14,12,1137,18:57
13,12,1165,19:25
13,16,1185,19:45
14,4,1273,21:13
9,12,1142,19:02
8,9,1132,18:52
2,17,1256,20:56
23,2,1042,17:22
11,3,1089,18:09
16,4,1190,19:50
20,19,1144,19:04
0,22,1026,17:06
8,24,1093,18:13
5,3,1097,18:17
24,7,1189,19:49
7,22,1335,22:15
11,13,1072,17:52
22,21,1106,18:26
11,8,1263,21:03
8,14,1194,19:54
13,21,1114,18:34
23,24,1176,19:36
15,12,1120,18:40
5,4,1107,18:27
4,17,1156,19:16
18,20,1099,18:19
3,24,1082,18:02
8,12,1101,18:21
7,17,1184,19:44
20,23,1265,21:05
5,19,1159,19:19
18,24,1256,20:56
15,7,1200,20:00
3,13,1099,18:19
11,19,1300,21:40
7,13,1197,19:57
13,16,1232,20:32
20,13,1206,20:06
3,22,1259,20:59
11,24,1215,20:15
1,11,1253,20:53
11,2,1022,17:02
21,19,1048,17:28
19,12,1113,18:33
12,8,1092,18:12
14,24,1153,19:13
23,9,1243,20:43
6,20,1167,19:27
20,16,1155,19:15
13,17,1129,18:49
13,17,1126,18:46
18,17,1190,19:50
11,16,1194,19:54
22,13,1193,19:53
13,11,1156,19:16
11,7,1131,18:51
5,6,1142,19:02
18,23,1178,19:38
11,19,1036,17:16
5,11,1025,17:05
5,16,1139,18:59
3,7,1015,16:55
21,13,1141,19:01
7,11,1258,20:58
20,14,1057,17:37
17,18,1153,19:13
11,8,1326,22:06
21,22,1053,17:33
18,13,1045,17:25
19,22,1184,19:44
2,8,1123,18:43
18,17,1100,18:20
1,13,1052,17:32
19,7,1087,18:07
6,24,1255,20:55
11,23,1136,18:56
19,8,1201,20:01
4,2,1094,18:14
9,18,1167,19:27
9,12,1033,17:13
3,20,1183,19:43
19,12,1214,20:14
11,4,1042,17:22
22,23,1145,19:05
12,3,1111,18:31
19,13,1146,19:06
7,13,1062,17:42
2,24,1011,16:51
1,7,1045,17:25
19,13,1281,21:21
3,2,1085,18:05
9,24,1063,17:43
8,24,1224,20:24
15,20,1170,19:30
1,15,1174,19:34
12,19,1054,17:34
1,15,1209,20:09
2,4,1053,17:33
6,12,1167,19:27
11,19,1262,21:02
11,13,1009,16:49
6,3,1117,18:37
11,14,1176,19:36
18,12,1089,18:09
22,17,1012,16:52
3,18,1131,18:51
5,7,1210,20:10
0,18,1126,18:46
8,11,1115,18:35
24,11,1009,16:49
23,11,1055,17:35
24,13,1027,17:07
23,17,1343,22:23
8,16,1044,17:24
11,2,1123,18:43
21,15,1086,18:06
5,12,1076,17:56
7,16,1189,19:49
11,7,1118,18:38
21,8,1041,17:21
8,3,1334,22:14
15,21,993,16:33
5,12,1128,18:48
15,18,1105,18:25
22,21,1011,16:51
4,22,1195,19:55
24,14,1067,17:47
11,16,1165,19:25
19,2,1145,19:05
16,17,1015,16:55
13,5,1253,20:53
1,17,1338,22:18
5,13,996,16:36
5,2,1059,17:39
14,11,1038,17:18
13,2,1083,18:03
17,23,1051,17:31
22,24,1136,18:56
7,24,1158,19:18
5,20,1215,20:15
12,13,1105,18:25
11,12,1168,19:28
5,11,1152,19:12
23,24,1089,18:09
10,13,1084,18:04
3,24,1275,21:15
13,20,1031,17:11
13,18,1202,20:02
23,18,1147,19:07
5,19,1201,20:01
4,7,1202,20:02
15,4,1059,17:39
22,12,1016,16:56
7,24,1136,18:56
22,11,1038,17:18
4,15,1181,19:41
7,17,1183,19:43
23,12,1212,20:12
23,16,1076,17:56
4,12,1238,20:38
11,14,1101,18:21
23,0,1025,17:05
22,2,1047,17:27
21,24,1257,20:57
5,7,1197,19:57
15,3,1348,22:28
5,7,1182,19:42
21,13,1129,18:49
2,22,1282,21:22
18,14,1042,17:22
8,23,1029,17:09
7,14,1149,19:09
11,13,1070,17:50
13,17,1088,18:08
5,4,1202,20:02
23,19,1132,18:52
11,7,1052,17:32
2,19,1153,19:13
6,18,1207,20:07
11,4,1054,17:34
21,13,1064,17:44
2,22,1081,18:01
14,12,1215,20:15
13,24,1068,17:48
12,4,1115,18:35
19,14,1006,16:46
3,17,1077,17:57
5,23,1185,19:45
19,2,1167,19:27
1,4,1073,17:53
4,13,1104,18:24
3,12,1192,19:52
12,20,1190,19:50
3,16,996,16:36
12,24,1018,16:58
13,21,1110,18:30
11,5,1038,17:18
11,9,1323,22:03
3,5,1110,18:30
16,11,1111,18:31
20,16,1053,17:33
21,15,1034,17:14
8,12,1102,18:22
11,14,1077,17:57
11,13,1134,18:54
8,4,1119,18:39
13,7,1177,19:37
5,3,1006,16:46
19,12,1129,18:49
2,13,1125,18:45
2,18,1063,17:43
24,13,1179,19:39
18,2,1082,18:02
20,13,1163,19:23
15,2,1089,18:09
7,10,1039,17:19
3,18,1240,20:40
24,2,1212,20:12
11,19,1137,18:57
11,12,1154,19:14
18,4,1206,20:06
5,20,1065,17:45
21,24,1093,18:13
12,24,1169,19:29
3,17,1177,19:37
13,21,1129,18:49
21,3,1111,18:31
19,11,1157,19:17
1,17,1235,20:35
12,23,1135,18:55
22,23,1145,19:05
11,24,1148,19:08
1,13,1176,19:36
21,3,1140,19:00
6,14,1013,16:53
1,23,1275,21:15
1,15,1283,21:23
24,21,1193,19:53
24,11,1093,18:13
1,2,1082,18:02
19,7,1242,20:42
22,13,991,16:31
24,16,1083,18:03
23,17,1107,18:27
11,14,1212,20:12
13,17,1087,18:07
3,13,1333,22:13
13,18,1134,18:54
7,16,1172,19:32
3,12,1071,17:51
6,5,1198,19:58
24,12,1023,17:03
2,17,1073,17:53
5,24,1169,19:29
15,7,1194,19:54
11,12,1306,21:46
21,13,1291,21:31
13,12,1262,21:02
22,15,1232,20:32
12,16,1028,17:08
23,17,1116,18:36
17,19,1011,16:51
22,13,1160,19:20
23,12,1181,19:41
13,10,1191,19:51
6,4,1160,19:20
2,24,991,16:31
11,24,1145,19:05
20,17,1116,18:36
9,17,1173,19:33
14,12,1109,18:29
13,2,1060,17:40
4,13,1006,16:46
9,2,1026,17:06
16,5,1174,19:34
17,4,1113,18:33
5,12,1143,19:03
12,1,1253,20:53
18,11,1081,18:01
22,2,1087,18:07
22,19,1141,19:01
18,7,1134,18:54
20,12,1352,22:32
15,17,1282,21:22
4,20,1077,17:57
2,7,1098,18:18
23,12,1221,20:21
4,17,992,16:32
11,12,1083,18:03
19,20,1123,18:43
20,12,1129,18:49
14,18,1308,21:48
22,11,1005,16:45
21,14,1147,19:07
4,12,1206,20:06
3,15,1179,19:39
2,13,1031,17:11
12,23,1237,20:37
7,13,1232,20:32
13,3,1203,20:03
24,22,1237,20:37
5,17,1159,19:19
3,4,1186,19:46
24,19,1199,19:59
1,14,1119,18:39
1,18,1108,18:28
11,9,1065,17:45
15,3,1124,18:44
7,13,1101,18:21
15,13,1204,20:04
24,7,1145,19:05
3,20,1100,18:20
5,6,1179,19:39
14,6,1175,19:35
24,21,1245,20:45
11,13,1073,17:53
11,14,1238,20:38
23,7,1255,20:55
23,15,1189,19:49
18,2,1015,16:55
1,17,1254,20:54
11,6,1022,17:02
21,14,1155,19:15
10,2,1012,16:52
1,8,1078,17:58
12,22,1259,20:59
18,19,1000,16:40
9,17,1139,18:59
14,4,1055,17:35
24,20,1147,19:07
9,12,1098,18:18
14,15,1262,21:02
11,2,1189,19:49
13,7,1165,19:25
3,19,1087,18:07
14,2,1008,16:48
11,24,1113,18:33
24,14,1433,23:53
13,11,1036,17:16
7,17,1160,19:20
22,23,1090,18:10
7,13,1074,17:54
13,2,1081,18:01
4,8,1117,18:37
11,17,1308,21:48
5,13,1151,19:11
6,14,1046,17:26
11,12,1132,18:52
7,5,1042,17:22
3,18,1084,18:04
24,14,1030,17:10
20,19,1106,18:26
6,23,1101,18:21
5,19,997,16:37
24,4,1034,17:14
11,19,1181,19:41
12,14,1053,17:33
1,13,1204,20:04
6,15,1169,19:29
7,15,1136,18:56
5,3,1078,17:58
7,12,1178,19:38
14,15,1122,18:42
3,20,1162,19:22
11,15,1049,17:29
19,8,1115,18:35
5,16,1061,17:41
3,12,1233,20:33
23,22,1200,20:00
9,17,1098,18:18
14,17,1087,18:07
11,2,1120,18:40
22,13,1298,21:38
8,17,1117,18:37
15,16,1220,20:20
22,18,1148,19:08
9,17,1111,18:31
14,11,1253,20:53
12,13,1217,20:17
8,3,1236,20:36
13,8,1091,18:11
13,12,1076,17:56
13,15,1105,18:25
4,15,1118,18:38
23,13,1105,18:25
13,24,1161,19:21
1,17,1269,21:09
21,2,1214,20:14
7,17,1212,20:12
7,23,1047,17:27
13,23,1103,18:23
11,4,1194,19:54
21,23,1053,17:33
11,16,1031,17:11
11,12,1269,21:09
19,13,1169,19:29
21,2,1045,17:25
11,18,1198,19:58
5,14,1067,17:47
22,16,1079,17:59
11,24,1137,18:57
3,13,1077,17:57
7,23,1282,21:22
22,15,1232,20:32
11,2,1071,17:51
5,11,1030,17:10
12,23,1217,20:17
24,7,1053,17:33
5,17,1058,17:38
3,14,1178,19:38
12,5,1087,18:07
19,24,1169,19:29
11,19,1217,20:17
18,19,1203,20:03
9,3,1076,17:56
13,19,1130,18:50
24,18,1311,21:51
5,10,1246,20:46
8,12,1006,16:46
22,24,1025,17:05
4,14,1149,19:09
24,23,1278,21:18
12,4,1211,20:11
1,17,1006,16:46
9,11,1122,18:42
1,12,1037,17:17
18,2,1085,18:05
11,13,1103,18:23
8,21,993,16:33
13,7,1110,18:30
8,7,1131,18:51
15,19,1155,19:15
6,23,1168,19:28
24,14,1023,17:03
10,24,1165,19:25
6,14,1096,18:16
8,13,1173,19:33
5,18,1244,20:44
24,20,1093,18:13
14,21,1079,17:59
0,23,1187,19:47
7,15,1030,17:10
17,24,1064,17:44
9,19,1123,18:43
9,17,1199,19:59
17,4,1325,22:05
11,15,1117,18:37
19,7,1366,22:46
7,3,1185,19:45
14,21,1156,19:16
9,3,1292,21:32
8,15,1027,17:07
24,11,1078,17:58
19,12,1080,18:00
5,24,1037,17:17
4,24,1141,19:01
14,18,1159,19:19
5,12,1103,18:23
22,5,1212,20:12
9,5,1317,21:57
24,13,1191,19:51
8,21,1013,16:53
8,11,1146,19:06
8,18,1294,21:34
5,17,1143,19:03
11,12,1152,19:12
18,16,1260,21:00
11,13,1019,16:59
6,14,1206,20:06
11,23,1047,17:27
3,24,1263,21:03
17,12,1050,17:30
3,17,993,16:33
7,13,1019,16:59
2,12,1094,18:14
3,16,1198,19:58
7,18,1127,18:47
15,8,998,16:38
6,14,1377,22:57
13,3,1099,18:19
24,17,1050,17:30
6,2,1032,17:12
17,13,1150,19:10
11,7,1103,18:23
24,16,1109,18:29
8,24,1191,19:51
5,24,994,16:34
9,12,1154,19:14
4,13,1251,20:51
10,18,1110,18:30
11,13,1134,18:54
7,17,1295,21:35
19,23,1058,17:38
22,4,1142,19:02
24,7,1123,18:43
7,2,1075,17:55
22,13,1040,17:20
9,22,1015,16:55
11,7,1127,18:47
20,12,1147,19:07
11,22,1239,20:39
3,20,1039,17:19
9,14,1210,20:10
11,19,1122,18:42
19,13,1283,21:23
13,1,1037,17:17
4,14,1203,20:03
20,15,1002,16:42
24,8,1122,18:42
5,3,1075,17:55
6,9,994,16:34
23,12,1291,21:31
5,23,1175,19:35
19,3,1108,18:28
11,18,1119,18:39
6,18,1169,19:29
24,13,1098,18:18
5,22,1187,19:47
3,14,1156,19:16
4,12,1135,18:55
15,20,1187,19:47
5,21,1208,20:08
24,13,1038,17:18
5,22,1143,19:03
2,4,1155,19:15
1,11,1044,17:24
23,17,1090,18:10
9,20,1135,18:55
11,2,1116,18:36
11,24,1215,20:15
1,17,1075,17:55
9,13,1270,21:10
24,3,1093,18:13
14,20,1204,20:04
9,12,1025,17:05
11,13,1012,16:52
5,4,1220,20:20
7,9,1089,18:09
8,19,1002,16:42
21,14,1259,20:59
22,2,1085,18:05
9,13,1050,17:30
21,2,1157,19:17
7,2,1084,18:04
4,13,1008,16:48
9,13,1095,18:15
24,19,1029,17:09
11,13,1206,20:06
21,12,1161,19:21
16,15,1067,17:47
5,24,1185,19:45
11,12,1221,20:21
11,23,1194,19:54
11,5,1194,19:54
13,23,1421,23:41
4,13,1026,17:06
24,13,996,16:36
5,13,1335,22:15
23,12,1011,16:51
13,9,1152,19:12
12,14,1138,18:58
4,17,1123,18:43
9,17,1239,20:39
19,12,1058,17:38
3,19,1167,19:27
13,2,1157,19:17
5,22,1350,22:30
15,21,1219,20:19
24,16,1031,17:11
15,16,1150,19:10
11,13,1356,22:36
21,4,1127,18:47
15,12,1300,21:40
13,11,1204,20:04
13,19,1097,18:17
12,21,1288,21:28
21,3,1215,20:15
8,5,1297,21:37
14,15,1098,18:18
15,13,1236,20:36
9,13,1285,21:25
15,13,1193,19:53
20,19,1244,20:44
10,11,1269,21:09
11,18,1112,18:32
8,23,1146,19:06
19,3,1188,19:48
7,17,1124,18:44
4,13,1430,23:50
22,17,1085,18:05
10,13,1052,17:32
3,14,1048,17:28
9,15,1063,17:43
12,3,1224,20:24
17,12,1160,19:20
14,23,1159,19:19
1,13,1022,17:02
6,13,1149,19:09
6,13,1055,17:35
8,22,1227,20:27
19,11,1056,17:36
11,9,1258,20:58
22,12,1111,18:31
24,15,1025,17:05
11,7,1061,17:41
23,13,1049,17:29
4,19,1134,18:54
24,5,995,16:35
13,14,1284,21:24
15,2,1222,20:22
18,14,1112,18:32
2,7,1084,18:04
18,4,1131,18:51
13,4,1141,19:01
13,19,1180,19:40
13,24,1097,18:17
8,3,1125,18:45
14,5,1147,19:07
15,18,1137,18:57
19,18,991,16:31
22,13,1211,20:11
10,24,1095,18:15
7,12,1020,17:00
15,5,1054,17:34
5,3,1127,18:47
7,20,1116,18:36
14,4,1231,20:31
7,2,1023,17:03
14,13,1108,18:28
14,4,1262,21:02
4,2,1050,17:30
5,2,1006,16:46
11,17,1108,18:28
11,17,1164,19:24
14,23,1158,19:18
11,22,1189,19:49
13,20,1177,19:37
5,23,1224,20:24
5,11,1153,19:13
13,23,1200,20:00
11,12,1241,20:41
21,11,1100,18:20
11,5,1121,18:41
5,14,1053,17:33
13,3,1169,19:29
7,14,1105,18:25
23,19,1066,17:46
13,14,1189,19:49
19,20,1173,19:33
13,3,1066,17:46
7,20,1219,20:19
24,8,1026,17:06
8,16,1025,17:05
13,4,1209,20:09
14,2,1174,19:34
23,14,1004,16:44
6,12,1103,18:23
11,12,1182,19:42
14,5,1210,20:10
15,12,1186,19:46
5,18,1077,17:57
11,23,1157,19:17
6,9,1070,17:50
13,19,1089,18:09
11,4,1232,20:32
24,11,1091,18:11
6,22,1015,16:55
